template_name,template_string,ar,bg,de,el,es,fr,hi,ru,sw,th,tr,ur,vi,zh
super_glue - copa - best_option,"{e1} 

What's the best option?
- {e2}
- {e3}

We are looking for {e4} a cause {e5} an effect {e6}
||| {e7}{e8}{e9}","{e1}

ما هو الخيار الأفضل؟
- {E2}
- {e3}

نحن نبحث عن {e4} a fact {e5} تأثير {e6}
||| {e7} {e8} {e9}","{E1}

Какъв е най-добрият вариант?
- {E2}
- {E3}

Ние търсим {e4} a pace {e5} ефект {e6}
||| {E7} {E8} {E9}","{E1}

Was ist die beste Option?
- {E2}
- {E3}

Wir suchen {E4} eine Ursache {E5} einen Effekt {E6}
||| {E7} {E8} {E9}","{e1}

Ποια είναι η καλύτερη επιλογή;
- {e2}
- {E3}

Ψάχνουμε για {E4} Α αιτία {E5} ένα αποτέλεσμα {E6}
||| {E7} {E8} {E9}","{e1}

¿Cuál es la mejor opción?
- {E2}
- {E3}

Estamos buscando {E4} una causa {E5} un efecto {E6}
||| {E7} {E8} {E9}","{e1}

Quelle est la meilleure option?
- {e2}
- {e3}

Nous recherchons {e4} une cause {e5} un effet {E6}
||| {E7} {E8} {E9}","{e1}

सबसे अच्छा विकल्प क्या है?
- {e2}
- {e3}

हम {e4} एक कारण {E5} एक प्रभाव {E6} की तलाश में हैं
||| {e7} {e8} {E9}","{E1}

Какой лучший вариант?
- {e2}
- {e3}

Мы ищем {e4} причина {e5} эффект {e6}
||| {E7} {E8} {E9}","{e1}

Nini chaguo bora?
- {e2}
- {e3}

Tunatafuta {e4} sababu {e5} athari {e6}
|||. {e7} {e8} {e9}","{e1}

ตัวเลือกที่ดีที่สุดคืออะไร
- {e2}
- {e3}

เรากำลังมองหา {e4} สาเหตุ {e5} ผล {e6}
||| {e7} {e8} {e9}","{e1}

En iyi seçenek nedir?
- {e2}
- {e3}

{E4} bir neden {e4} bir etki arıyoruz {e6}
||| {e7} {e8} {e9}","{E1}

بہترین اختیار کیا ہے؟
- {e2}
- {e3}

ہم {E4} ایک وجہ {E5} ایک اثر {E6} کے لئے تلاش کر رہے ہیں.
|||| {E7} {e8} {e9}","{e1}

Lựa chọn tốt nhất là gì?
- {E2}
- {e3}

Chúng tôi đang tìm kiếm {E4} một nguyên nhân {E5} một hiệu ứng {E6}
|| {e7} {e8} {e9}","{e1}

什么是最好的选择？
 -  {e2}
 -  {e3}

我们正在寻找{e4}一个原因{e5}效果{e6}
|||| {e7} {e8} {e9}"
super_glue - copa - cause_effect,"{e1}

Select the most plausible {e2} cause: {e3} effect: {e4}
- {e5}
- {e6} ||| {e7}{e8}{e9}","{e1}

حدد السبب الأكثر عرضية {e2}: {e3} تأثير: {e4}
- {E5}
- {e6} ||| {e7} {e8} {e9}","{E1}

Изберете най-правдоподобния {E2} Причина: {E3} Ефект: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1}

Wählen Sie den plausiblen {E2} Ursache: {E3} Effekt: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1}

Επιλέξτε το πιο εύλογο {E2} Αιτία: {E3} Εφέ: {E4}
- {E5}
- {e6} ||| {E7} {E8} {E9}","{e1}

Seleccione la causa más plausible {E2}: {E3} Efecto: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1}

Sélectionnez le plus plausible {E2} Cause: {E3} Effet: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1}

सबसे प्रशंसनीय {e2} कारण का चयन करें: {e3} प्रभाव: {e4}
- {e5}
- {e6} ||| {e7} {e8} {E9}","{E1}

Выберите наиболее правдоподобный {E2} причина: {E3} Effect: {E4}
- {e5}
- {E6} ||| {E7} {E8} {E9}","{e1}

Chagua zaidi ya plausible {e2} sababu: {e3} athari: {e4}
- {e5}
- {e6} ||. | {e7} {e8} {e9}","{e1}

เลือกที่เป็นไปได้มากที่สุด {e2} สาเหตุ: {e3} เอฟเฟกต์: {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","{e1}

En mantıklı {e2} nedenini seçin: {e3} efekti: {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","{E1}

سب سے زیادہ plausible {E2} کا سبب منتخب کریں: {E3} اثر: {e4}
- {e5}
- {E6} ||| {E7} {e8} {e9}","{e1}

Chọn nguyên nhân {E2} hợp lý nhất: {E3} Hiệu ứng: {E4}
- {E5}
- {E6} ||| {e7} {e8} {e9}","{e1}

选择最合理的{E2}原因：{E3}效果：{E4}
 -  {e5}
 -  {e6} ||| {e7} {e8} {e9}"
super_glue - copa - choose,"{e1} {e2} because... {e3} so... {e4}
Choose between:
- {e5}
- {e6} ||| {e7}{e8}{e9}","{e1} {e2} لأن ... {e3} ... {e4}
اختر بين:
- {E5}
- {e6} ||| {e7} {e8} {e9}","{e1} {e2} защото ... {e3} so ... {e4}
Изберете между:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1} {E2}, weil ... {E3} so ... {E4}
Wählen zwischen:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1} {E2} Επειδή ... {E3} Έτσι ... {E4}
Διάλεξε μεταξύ:
- {E5}
- {e6} ||| {E7} {E8} {E9}","{e1} {e2} porque ... {E3} Entonces ... {E4}
Escoger entre:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1} {E2} parce que ... {E3} SO ... {E4}
Choisir entre:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1} {e2} क्योंकि ... {e3} तो ... {E4}
बीच चयन:
- {e5}
- {e6} ||| {e7} {e8} {E9}","{E1} {E2}, потому что ... {E3} Итак ... {E4}
Выбери между:
- {e5}
- {E6} ||| {E7} {E8} {E9}","{e1} {e2} Kwa sababu ... {e3} hivyo ... {e4}
Chagua kati ya:
- {e5}
- {e6} ||. | {e7} {e8} {e9}","{e1} {e2} เพราะ ... {e3} ดังนั้น ... {e4}
เลือกระหว่าง:
- {e5}
- {e6} ||| {e7} {e8} {e9}","{e1} {e2} Çünkü ... {e3} yani ... {e4}
Arasında seçim yapmak:
- {e5}
- {e6} ||| {e7} {e8} {e9}","{E1} {e2} کیونکہ ... {E3} تو ... {e4}
کے درمیان انتخاب کریں:
- {e5}
- {E6} ||| {E7} {e8} {e9}","{e1} {e2} vì ... {e3} nên ... {e4}
Chọn giữa:
- {E5}
- {E6} ||| {e7} {e8} {e9}","{e1} {e2}因为... {e3}所以... {e4}
选择：
 -  {e5}
 -  {e6} ||| {e7} {e8} {e9}"
super_glue - copa - exercise,"Exercise: choose the most plausible alternative.

{e1} {e2} because... {e3} so... {e4}
- {e5}
- {e6} ||| {e7}{e8}{e9}","تمرين: اختر البديل الأكثر معقولا.

{e1} {e2} لأن ... {e3} ... {e4}
- {E5}
- {e6} ||| {e7} {e8} {e9}","Упражнение: Изберете най-правдоподобната алтернатива.

{e1} {e2} защото ... {e3} so ... {e4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","Übung: Wählen Sie die plausibelste Alternative.

{E1} {E2}, weil ... {E3} so ... {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","Άσκηση: Επιλέξτε την πιο εύλογη εναλλακτική λύση.

{E1} {E2} Επειδή ... {E3} Έτσι ... {E4}
- {E5}
- {e6} ||| {E7} {E8} {E9}","Ejercicio: Elija la alternativa más plausible.

{e1} {e2} porque ... {E3} Entonces ... {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","Exercice: choisissez l'alternative la plus plausible.

{E1} {E2} parce que ... {E3} SO ... {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","व्यायाम: सबसे व्यावहारिक विकल्प चुनें।

{e1} {e2} क्योंकि ... {e3} तो ... {E4}
- {e5}
- {e6} ||| {e7} {e8} {E9}","Упражнение: выберите наиболее правдоподобную альтернативу.

{E1} {E2}, потому что ... {E3} Итак ... {E4}
- {e5}
- {E6} ||| {E7} {E8} {E9}","Zoezi: Chagua mbadala iliyopendekezwa zaidi.

{e1} {e2} Kwa sababu ... {e3} hivyo ... {e4}
- {e5}
- {e6} ||. | {e7} {e8} {e9}","แบบฝึกหัด: เลือกทางเลือกที่เป็นไปได้มากที่สุด

{e1} {e2} เพราะ ... {e3} ดังนั้น ... {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","Egzersiz: En uygun alternatifi seçin.

{e1} {e2} Çünkü ... {e3} yani ... {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","ورزش: سب سے زیادہ ممکنہ متبادل کا انتخاب کریں.

{E1} {e2} کیونکہ ... {E3} تو ... {e4}
- {e5}
- {E6} ||| {E7} {e8} {e9}","Bài tập: Chọn sự thay thế hợp lý nhất.

{e1} {e2} vì ... {e3} nên ... {e4}
- {E5}
- {E6} ||| {e7} {e8} {e9}","练习：选择最合理的替代品。

{e1} {e2}因为... {e3}所以... {e4}
 -  {e5}
 -  {e6} ||| {e7} {e8} {e9}"
super_glue - copa - i_am_hesitating,"{e1} 

I am hesitating between two options. Help me choose the more likely {e2} cause: {e3} effect: {e4}
- {e5}
- {e6} ||| {e7}{e8}{e9}","{e1}

أنا متردد بين خيارين. ساعدني في اختيار السبب الأكثر احتمالا {e2}: {e3} تأثير: {e4}
- {E5}
- {e6} ||| {e7} {e8} {e9}","{E1}

Аз се колебая между две възможности. Помогнете ми да избера по-вероятно {E2} Причина: {E3} Ефект: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1}

Ich zöge zwischen zwei Optionen. Hilf mir, desto wahrscheinlicher {E2} Ursache: {E3} Effekt: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1}

Διστάσω μεταξύ δύο επιλογών. Βοήθησέ με να επιλέξω τόσο πιθανότερο {E2} Αιτία: {E3} Effect: {E4}
- {E5}
- {e6} ||| {E7} {E8} {E9}","{e1}

Estoy vacilando entre dos opciones. Ayúdame a elegir lo más probable. {E2} Causa: {E3} Efecto: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1}

Je hésite entre deux options. Aidez-moi à choisir le plus probable {E2} Cause: {E3} Effet: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1}

मैं दो विकल्पों के बीच संकोच कर रहा हूं। मुझे अधिक संभावना {e2} कारण चुनने में मदद करें: {e3} प्रभाव: {E4}
- {e5}
- {e6} ||| {e7} {e8} {E9}","{E1}

Я колеблюсь между двумя вариантами. Помогите мне выбрать более вероятный {E2} Причина: {E3} Effect: {E4}
- {e5}
- {E6} ||| {E7} {E8} {E9}","{e1}

Ninasita kati ya chaguzi mbili. Nisaidie kuchagua uwezekano zaidi {e2} sababu: {e3} athari: {e4}
- {e5}
- {e6} ||. | {e7} {e8} {e9}","{e1}

ฉันลังเลระหว่างสองตัวเลือก ช่วยฉันเลือกที่มีแนวโน้มมากขึ้น {e2} สาเหตุ: {e3} ผลกระทบ: {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","{e1}

İki seçenek arasında tereddüt ediyorum. Daha fazla {e2} nedenini seçmeme yardım et: {e3} efekti: {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","{E1}

میں دو اختیارات کے درمیان ہچکچتا ہوں. مجھے زیادہ امکان کا انتخاب کریں {E2} کی وجہ سے: {E3} اثر: {e4}
- {e5}
- {E6} ||| {E7} {e8} {e9}","{e1}

Tôi đang do dự giữa hai lựa chọn. Giúp tôi chọn nhiều khả năng {E2} Nguyên nhân: {E3} Hiệu ứng: {E4}
- {E5}
- {E6} ||| {e7} {e8} {e9}","{e1}

我在两个选择之间犹豫不决。帮助我选择更有可能的原因：{E3}效果：{E4}
 -  {e5}
 -  {e6} ||| {e7} {e8} {e9}"
super_glue - copa - more likely,"Pick the more likely continuation to the following sentence:
{e1} {e2} as a result of: {e3} as a consequence: {e4}
- {e5}
- {e6} ||| {e7}{e8}{e9}","اختيار الاستمرار الأكثر احتمالا الجملة التالية:
{e1} {e2} نتيجة: {e3} نتيجة لذلك: {e4}
- {E5}
- {e6} ||| {e7} {e8} {e9}","Изберете по-вероятното продължаване на следното изречение:
{e1} {e2} в резултат на: {e3} като следствие: {e4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","Wählen Sie die wahrscheinlicher Fortsetzung in den folgenden Satz aus:
{E1} {E2} als Ergebnis von: {E3} als Folge: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","Επιλέξτε την πιο πιθανή συνέχιση στην ακόλουθη πρόταση:
{E1} {E2} Ως αποτέλεσμα: {E3} ως συνέπεια: {E4}
- {E5}
- {e6} ||| {E7} {E8} {E9}","Elija la continuación más probable a la siguiente oración:
{E1} {E2} Como resultado de: {E3} Como consecuencia: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","Choisissez la poursuite la plus probable à la phrase suivante:
{E1} {E2} à la suite de: {E3} en conséquence: {E4}
- {E5}
- {E6} ||| {E7} {E8} {E9}","निम्नलिखित वाक्य को अधिक संभावना जारी रखें:
एक परिणाम के रूप में {e1} {e2}: {e3} के परिणामस्वरूप: {E4}
- {e5}
- {e6} ||| {e7} {e8} {E9}","Выберите более вероятное продолжение на следующем предложении:
{e1} {e2} в результате: {e3} как следствие: {e4}
- {e5}
- {E6} ||| {E7} {E8} {E9}","Chagua kuendelea zaidi kwa sentensi ifuatayo:
{e1} {e2} kama matokeo ya: {e3} kama matokeo: {e4}
- {e5}
- {e6} ||. | {e7} {e8} {e9}","เลือกความต่อเนื่องที่มีแนวโน้มมากขึ้นเป็นประโยคต่อไปนี้:
{e1} {e2} เป็นผลมาจาก: {e3} เป็นผลที่ตามมา: {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","Aşağıdaki cümleye daha fazla devamını seçin:
{e1} {e2} Sonuç olarak: {e3} Sonuç olarak: {e4}
- {e5}
- {e6} ||| {e7} {e8} {e9}","مندرجہ ذیل سزا میں زیادہ امکان تسلسل کو منتخب کریں:
{E1} {e2} کے نتیجے میں: {E3} ایک نتیجہ کے طور پر: {E4}
- {e5}
- {E6} ||| {E7} {e8} {e9}","Chọn thêm nhiều khả năng tiếp tục với câu sau:
{E1} {E2} Là kết quả của: {E3} Kết quả là: {E4}
- {E5}
- {E6} ||| {e7} {e8} {e9}","选择更有可能的继续执行以下判决：
{E1} {E2}因此：{E3}因此：{E4}
 -  {e5}
 -  {e6} ||| {e7} {e8} {e9}"
super_glue - copa - plausible_alternatives,"{e1} {e2} This happened because... {e3} As a consequence... {e4}
Help me pick the more plausible option:
- {e5}
- {e6} ||| {e7}{e8}{e9}","{e1} {e2} حدث هذا بسبب ... {e3} نتيجة لذلك ... {e4}
ساعدني في اختيار الخيار الأكثر معقولة:
- {E5}
- {e6} ||| {e7} {e8} {e9}","{E1} {E2} Това се случи, защото ... {E3} като следствие ... {E4}
Помогнете ми да избера по-правдоподобна опция:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1} {E2} Dies geschah, weil ... {E3} als Folge ... {E4}
Helfen Sie mir, die plausibiertere Option auszuwählen:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1} {E2} Αυτό συνέβη επειδή ... {E3} ως συνέπεια ... {E4}
Βοήθησέ με να επιλέξω την πιο εύλογη επιλογή:
- {E5}
- {e6} ||| {E7} {E8} {E9}","{E1} {E2} Esto sucedió porque ... {E3} Como consecuencia ... {E4}
Ayúdame a elegir la opción más plausible:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{E1} {E2} Ceci est arrivé parce que ... {E3} En conséquence ... {E4}
Aidez-moi à choisir l'option la plus plausible:
- {E5}
- {E6} ||| {E7} {E8} {E9}","{e1} {e2} यह हुआ क्योंकि ... {e3} एक परिणाम के रूप में ... {E4}
मुझे अधिक व्यावहारिक विकल्प चुनने में मदद करें:
- {e5}
- {e6} ||| {e7} {e8} {E9}","{e1} {e2} Это произошло потому, что ... {e3} как следствие ... {e4}
Помогите мне выбрать более правдоподобный вариант:
- {e5}
- {E6} ||| {E7} {E8} {E9}","{e1} {e2} Hii ilitokea kwa sababu ... {e3} kama matokeo ... {e4}
Nisaidie kuchagua chaguo zaidi ya kutafakari:
- {e5}
- {e6} ||. | {e7} {e8} {e9}","{e1} {e2} สิ่งนี้เกิดขึ้นเพราะ ... {e3} เป็นผลที่ตามมา ... {e4}
ช่วยฉันเลือกตัวเลือกที่เป็นไปได้มากขึ้น:
- {e5}
- {e6} ||| {e7} {e8} {e9}","{e1} {e2} Bu oldu çünkü ... {e3} Sonuç olarak ... {e4}
Daha makul bir seçenek seçmeme yardım et:
- {e5}
- {e6} ||| {e7} {e8} {e9}","{E1} {e2} یہ ہوا کیونکہ ... {E3} ایک نتیجہ کے طور پر ... {E4}
مجھے زیادہ قابل قبول اختیار لینے میں مدد کریں:
- {e5}
- {E6} ||| {E7} {e8} {e9}","{e1} {e2} Điều này đã xảy ra bởi vì ... {e3} là một hệ quả ... {E4}
Giúp tôi chọn tùy chọn hợp lý hơn:
- {E5}
- {E6} ||| {e7} {e8} {e9}","{e1} {e2}这发生了，因为... {e3}后果...... {e4}
帮助我选择更合理的选择：
 -  {e5}
 -  {e6} ||| {e7} {e8} {e9}"
"super_glue - copa - …As a result, C1 or C2?","{e1} 
{e2} As a result, ""{e3}"" or ""{e4}""? ||| {e5}{e6}{e7}
{e8}","{e1}
{e2} نتيجة لذلك، ""{e3}"" أو ""{e4}""؟ ||| {e5} {e6} {e7}
{e8}","{E1}
{e2} в резултат, ""{e3}"" или ""{e4}""? ||| {E5} {E6} {E7}
{E8}","{E1}
{E2} als Ergebnis, ""{E3}"" oder ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{e1}
{E2} Ως αποτέλεσμα, ""{E3}"" ή ""{E4}""; ||| {E5} {E6} {E7}
{e8}","{e1}
{E2} Como resultado, ""{E3}"" o ""{E4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{E2} En conséquence, ""{E3}"" ou ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{e1}
{e2} परिणामस्वरूप, ""{e3}"" या ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{E1}
{E2} В результате «{E3}» или «{E4}»? ||| {E5} {E6} {E7}
{e8}","{e1}
{e2} Matokeo yake, ""{e3}"" au ""{e4}""? |||. {e5} {e6} {e7}
{e8}","{e1}
{e2} เป็นผลให้ ""{e3}"" หรือ ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{e2} Sonuç olarak, ""{e3}"" veya ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{E1}
{E2} نتیجے کے طور پر، ""{e3}"" یا ""{e4}""؟ |||| {e5} {e6} {e7}
{e8}","{e1}
Kết quả là {E2}, ""{E3}"" hoặc ""{E4}""? || {E5} {e6} {e7}
{e8}","{e1}
{E2}结果，“{e3}”或“{e4}”？ |||| {e5} {e6} {e7}
{E8}"
"super_glue - copa - …What could happen next, C1 or C2?","{e1} 
{e2} What could happen next, ""{e3}"" or ""{e4}""? ||| {e5}{e6}{e7}
{e8}","{e1}
{e2} ما الذي يمكن أن يحدث بعد ذلك، ""{e3}"" أو ""{e4}""؟ ||| {e5} {e6} {e7}
{e8}","{E1}
{E2} Какво може да се случи след това, ""{E3}"" или ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{E1}
{E2} Was könnte als nächstes passieren ""{E3}"" oder ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{e1}
{e2} Τι θα μπορούσε να συμβεί στη συνέχεια, ""{E3}"" ή ""{E4}""; ||| {E5} {E6} {E7}
{e8}","{e1}
{E2} ¿Qué podría pasar a continuación? ""{E3}"" o ""{E4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{E2} Qu'est-ce qui pourrait arriver ensuite ""{E3}"" ou ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{e1}
{e2} अगला क्या हो सकता है, ""{e3}"" या ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{E1}
{E2} Что может произойти дальше, «{E3}» или «{E4}»? ||| {E5} {E6} {E7}
{e8}","{e1}
{e2} Ni nini kinachoweza kutokea ijayo, ""{e3}"" au ""{e4}""? |||. {e5} {e6} {e7}
{e8}","{e1}
{e2} สิ่งที่อาจเกิดขึ้นต่อไป ""{e3}"" หรือ ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{e2} Sonra ne olabilir, ""{e3}"" veya ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{E1}
{E2} اگلے ہو سکتا ہے، ""{e3}"" یا ""{E4}""؟ |||| {e5} {e6} {e7}
{e8}","{e1}
{E2} Điều gì có thể xảy ra tiếp theo, ""{E3}"" hoặc ""{E4}""? || {E5} {e6} {e7}
{e8}","{e1}
{E2}接下来会发生什么“{e3}”或“{e4}”？ |||| {e5} {e6} {e7}
{E8}"
super_glue - copa - …which may be caused by,"{e1} 
{e2} Which may be caused by ""{e3}"" or ""{e4}""? ||| {e5}{e6}{e7}
{e8}","{e1}
{e2} والتي قد تكون ناتجة عن ""{e3}"" أو ""{e4}""؟ ||| {e5} {e6} {e7}
{e8}","{E1}
{e2} което може да бъде причинено от ""{e3}"" или ""{e4}""? ||| {E5} {E6} {E7}
{E8}","{E1}
{E2}, der durch ""{E3}"" oder ""{E4}"" verursacht wird? ||| {E5} {E6} {E7}
{E8}","{e1}
{e2} που μπορεί να προκληθεί από το ""{e3}"" ή ""{e4}""; ||| {E5} {E6} {E7}
{e8}","{e1}
{E2} ¿Cuál puede ser causado por ""{E3}"" o ""{E4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{E2} qui peut être causé par ""{E3}"" ou ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{e1}
{e2} जो ""{e3}"" या ""{e4}"" के कारण हो सकता है? ||| {e5} {e6} {e7}
{e8}","{E1}
{E2}, которые могут быть вызваны «{E3}» или «{E4}»? ||| {E5} {E6} {E7}
{e8}","{e1}
{e2} ambayo inaweza kusababisha ""{e3}"" au ""{e4}""? |||. {e5} {e6} {e7}
{e8}","{e1}
{e2} ซึ่งอาจเกิดจาก ""{e3}"" หรือ ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{e2} ""{E3}"" veya ""{E4}"" neden olabilecek? ||| {e5} {e6} {e7}
{e8}","{E1}
{e2} جو ""{e3}"" یا ""{e4}"" کی وجہ سے ہوسکتا ہے؟ |||| {e5} {e6} {e7}
{e8}","{e1}
{E2} có thể gây ra bởi ""{E3}"" hoặc ""{E4}""? || {E5} {e6} {e7}
{e8}","{e1}
{E2}可能是由“{e3}”或“{e4}”引起的？ |||| {e5} {e6} {e7}
{E8}"
super_glue - copa - …why? C1 or C2,"{e1} 
{e2} Why? ""{e3}"" or ""{e4}""? ||| {e5}{e6}{e7}
{e8}","{e1}
{e2} لماذا؟ ""{e3}"" أو ""{e4}""؟ ||| {e5} {e6} {e7}
{e8}","{E1}
{E2} Защо? ""{E3}"" или ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{E1}
{E2} Warum? ""{E3}"" oder ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{e1}
{e2} Γιατί; ""{E3}"" ή ""{E4}""; ||| {E5} {E6} {E7}
{e8}","{e1}
{E2} ¿Por qué? ""{E3}"" o ""{E4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{e2} pourquoi? ""{E3}"" ou ""{E4}""? ||| {E5} {E6} {E7}
{E8}","{e1}
{e2} क्यों? ""{e3}"" या ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{E1}
{E2} Почему? «{E3}» или «{E4}»? ||| {E5} {E6} {E7}
{e8}","{e1}
{e2} Kwa nini? ""{e3}"" au ""{e4}""? |||. {e5} {e6} {e7}
{e8}","{e1}
{e2} ทำไม? ""{e3}"" หรือ ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{e1}
{e2} Neden? ""{e3}"" veya ""{e4}""? ||| {e5} {e6} {e7}
{e8}","{E1}
{e2} کیوں؟ ""{e3}"" یا ""{e4}""؟ |||| {e5} {e6} {e7}
{e8}","{e1}
{E2} Tại sao? ""{E3}"" hoặc ""{E4}""? || {E5} {e6} {e7}
{e8}","{e1}
{E2}为什么？ “{e3}”或“{e4}”？ |||| {e5} {e6} {e7}
{E8}"
